issue,url,title,state,created,closed,labels,thread_type,verdict,duplicate_of,n_causes,cause_ids,categories,strengths,evidence_kinds,n_ruled_out,ruled_out_findings,summary,evidence
643,https://github.com/mrdoob/three.js/issues/643,More than three directional lights?,CLOSED,2011-10-11,2012-12-13,Question,perf_question_or_help,cause_established,,3,LUU-04; MWU-03; PFAG-03,lights_uniforms_ubo; matrix_world_updates; per_frame_allocation_gc,maintainer_confirmed; maintainer_confirmed; speculative,observed_cost; observed_cost; hypothetical,0,,How to use more than 3-4 directional lights; limits stem from varying counts and per-light shading cost.,"alteredq: ""4 used to be safe limit not to blow over maximum varyings allowed by ANGLE / DirectX 9 when all other material features were turned on"" and ""bear in mind lights are expensive"" || mrdoob: ""I removed the matrixRotation calculation out of `matrixUpdate()` (only needed in Canvasrenderer) which improved quite a bit webgl performance examples"" || alteredq: ""Hopefully we'll be able to make it without driving garbage collector crazy."""
679,https://github.com/mrdoob/three.js/issues/679,WebGL Performance: Caching vertex attribute calls,CLOSED,2011-10-23,2012-05-26,Suggestion,perf_feature_request,cause_asserted_unverified,,1,DCO-03,draw_call_overhead,speculative,proposed_optimization,0,,Suggestion to cache vertex attribute state to avoid redundant WebGL attribute calls per draw.,"body: ""I have read on a Google Group that caching vertex attribute calls improves drawing perfromance in WebGL"" — secondhand, unverified (""I might have missed it, I was in a hurry"")"
687,https://github.com/mrdoob/three.js/issues/687,cross origin error on canary,CLOSED,2011-10-27,2011-11-07,Bug,other_nonperf,incidental,,0,,,,,0,,CORS cross-origin image load errors from image.crossOrigin setting; not a performance thread.,
706,https://github.com/mrdoob/three.js/issues/706,Using material.uniforms.diffuse not longer changes object color,CLOSED,2011-10-30,2011-11-07,,perf_question_or_help,cause_asserted_unverified,,1,GBU-06,geometry_buffer_updates,maintainer_confirmed,hypothetical,0,,Custom ShaderMaterial vertex displacement breaks lighting; discussion of the cost of recomputing normals.,"alteredq: ""The easiest and slowest solution is to forget about doing any vertex displacements in vertex shader and just recompute normals in JavaScript using standard `geometry` methods"""
711,https://github.com/mrdoob/three.js/issues/711,CanvasRenderer got slower?,CLOSED,2011-10-31,2011-11-03,Question,perf_regression_report,cause_established,,2,DBD-08; CRB-01,device_browser_driver; cpu_rasterizer_backends,maintainer_confirmed; maintainer_confirmed,observed_cost; observed_cost,0,,Canvas examples got slower; suspected Chrome GPU-accelerated 2D canvas and context.clip() antialiasing rather than three.js changes.,"mrdoob: ""got slower since Chrome added antialiasing to the `context.clip()`""; and ""Dev channel had GPU acceleration for 2D canvas an it was either buggy or super slow"" || mrdoob: ""Particles got slower when they started using `ParticleCanvasMaterial`"""
720,https://github.com/mrdoob/three.js/issues/720,Handling many elements on screen,CLOSED,2011-11-03,2011-11-25,Question,perf_question_or_help,cause_established,,2,DCO-01; PFAG-02,draw_call_overhead; per_frame_allocation_gc,measured; maintainer_confirmed,observed_cost; observed_cost,0,,Rendering tens of thousands of individually movable cubes; per-object draw calls and uniform matrix uploads cap out at a few thousand objects; batching via attributes suggested.,"alteredq: ""on my notebook, max numbers are 7000 static objects and 2650 dynamic objects at 60 fps - 7000 is pretty much raw WebGL JS=>GPU boundary limit"" || alteredq (maintainer): ""garbage collection starts to dominate costs, even if you yourself don't create any new objects"""
733,https://github.com/mrdoob/three.js/issues/733,is there a way to identify faces?,CLOSED,2011-11-07,2011-11-21,Question,perf_question_or_help,cause_established,,1,CAH-03,core_algorithmic_hotpath,speculative,hypothetical,0,,Question about identifying faces; nested loop comparison of face references flagged as a performance hazard.,"alteredq (maintainer): ""Though with nested loops your performance will go down the drain."""
751,https://github.com/mrdoob/three.js/issues/751,Multi-materials,CLOSED,2011-11-12,2011-11-20,Question,perf_question_or_help,cause_established,,1,DCO-14,draw_call_overhead,maintainer_confirmed,hypothetical,0,,Multi-material removal; workaround of multiple meshes per geometry incurs extra draw calls.,"alteredq: ""Functionally yes, by using multiple meshes. Performance wise though there is a penalty"""
780,https://github.com/mrdoob/three.js/issues/780,Blender export with textures and animation example for Three.js?,CLOSED,2011-11-20,2011-11-25,Question,perf_question_or_help,incidental,,0,,,,,0,,Request for a Blender-exported textured animated character example; only incidental mention of a WebGL 'PERFORMANCE WARNING' console message from a broken model.,
789,https://github.com/mrdoob/three.js/issues/789,WebGlRenderer has become much slower?!,CLOSED,2011-11-23,2011-11-29,Question,perf_regression_report,cause_established,,2,AAM-10; TUD-03,app_api_misuse; texture_upload_decode,reporter_asserted; maintainer_confirmed,observed_cost; observed_cost,0,,User's gallery slower after upgrade; ultimately caused by an app-side empty-geometry MeshFaceMaterial mesh plus many non-power-of-two textures preventing mipmapping.,"""I removed it and now firefox is much faster."" ... ""It was my mistake."" || alteredq: ""If textures are not power-of-2, GPU can't do mipmapping (at least in WebGL), so even when images take tiny space on the screen, textures have to be sampled from the full image."""
807,https://github.com/mrdoob/three.js/issues/807,Best way to store animation data for efficient playback?,CLOSED,2011-11-28,2012-02-21,Question,perf_question_or_help,cause_asserted_unverified,,1,O-01,other,speculative,proposed_optimization,0,,How to store per-frame animation data efficiently; flat typed arrays vs object-of-objects.,"""The most efficient way is probably an array of arrays. I had a similar setup and created a small performance test for this: http://jsperf.com/object-vs-array-ludi"" — hedged with ""probably"", and the jsperf link is dead (no numbers in thread)"
814,https://github.com/mrdoob/three.js/issues/814,Viewing SVGs?,CLOSED,2011-11-29,2012-01-13,Question,perf_question_or_help,cause_asserted_unverified,,1,O-04,other,speculative,hypothetical,0,,How to display SVG in three.js; CSS3D transforms on SVG asserted to be slow due to DOM overhead and naive re-rasterization on zoom.,"""CSS 3D Transforms will generally not be smart about which parts of the SVG needs to be rendered. So as you zoom you may get loss of performance or low-resolution scaling."""
817,https://github.com/mrdoob/three.js/issues/817,low fps in project with many textured objects,CLOSED,2011-11-30,2012-01-04,Question,perf_defect_report,cause_established,,2,TUD-03; DCO-09,texture_upload_decode; draw_call_overhead,maintainer_confirmed; maintainer_confirmed,observed_cost; proposed_optimization,0,,"Low FPS with many textured buildings; models had hundreds of tiny non-POT textures, forcing canvas resizing at load and huge numbers of texture/material state changes.","alteredq: ""there were 1227 requests, tons of tiny textures, most of them not power of 2 sized (which means Loader will need to create thousand 2d canvases and use them instead of just use images)"" || alteredq: ""What we don't do well out-of-box is dealing with many different materials (this can be helped by turning off depth-based sorting and manual sorting of scene graph by material)"""
865,https://github.com/mrdoob/three.js/issues/865,Three.js do not work on MAC?,CLOSED,2011-12-07,2011-12-31,,perf_defect_report,cause_established,,1,DBD-08,device_browser_driver,measured,observed_cost,0,,"CanvasRenderer textured examples extremely slow on macOS, especially Safari; attributed to lack of hardware-accelerated 2D canvas / Safari itself.","WestLangley: ""I get a frame rate of **2** on OSX 10.8 with Safari 7.0 (9537.71)"" ... ""With Chrome 31.0.1650.48, the frame rate is **16**."" and ""I expect this is a Safari issue.""; mrdoob: ""you should be reporting the bug to the Safari project instead then"""
884,https://github.com/mrdoob/three.js/issues/884,Speed issues with Firefox,CLOSED,2011-12-10,2011-12-26,,perf_question_or_help,cause_established,,2,DBD-03; PFAG-02,device_browser_driver; per_frame_allocation_gc,reporter_asserted; maintainer_confirmed,observed_cost; observed_cost,0,,Reporter sees 60fps in Chrome vs 40fps in Firefox for same WebGL game; maintainer attributes browser differences to GC pauses and frame-rate stability rather than a three.js cause.,"body: ""60 fps on Chrome and 40 fps on Firefox"" || alteredq: ""the only big outstanding performance problems are garbage collection and frame rate stability"""
888,https://github.com/mrdoob/three.js/issues/888,Flare + Composer?,CLOSED,2011-12-11,2011-12-12,Question,perf_question_or_help,incidental,,0,,,,,0,,"Lens flares invisible with EffectComposer because default render target uses RGB format, not RGBA; a later comment speculates about the perf cost of defaulting to RGBA.",
894,https://github.com/mrdoob/three.js/issues/894,Cube with rounded corners,CLOSED,2011-12-12,2011-12-12,Question,perf_question_or_help,cause_asserted_unverified,,1,CRB-02,cpu_rasterizer_backends,speculative,hypothetical,0,,"How to make rounded cubes; SubdivisionModifier suggested, with a note that it would be slow under CanvasRenderer.","alteredq: ""Subdivision should work also with CanvasRenderer, just performance will probably be quite bad."""
897,https://github.com/mrdoob/three.js/issues/897,How to draw a point using THREE.JS?,CLOSED,2011-12-13,2011-12-26,,perf_question_or_help,cause_asserted_unverified,,1,DCO-04,draw_call_overhead,reporter_asserted,observed_cost,0,,User created one particle object per picked vertex (~1000) and saw performance collapse; solved by using a single ParticleSystem with per-vertex color attributes.,"body: ""So I just create particle on the point I clicked, but the performance is drastically down, when I have some 1000 vertices."""
906,https://github.com/mrdoob/three.js/issues/906,Petition to add Worker loading option to JSONLoader,CLOSED,2011-12-14,2011-12-26,Question,perf_feature_request,cause_asserted_unverified,,2,LPC-01; WO-01,loader_parse_cost; worker_offloading,reporter_asserted; reporter_asserted,proposed_optimization; observed_cost,0,,Request to load JSON models in a Web Worker to avoid blocking the main thread; maintainer explains workers were removed due to tab crashes from too many workers and little measured speedup.,"body: ""I need to load/unload various models avoiding main JS thread to get blocked (models are a little heavy in MB)"" || rogercodina: ""JSON communication between Worker and main thread can handle non standart attributes like functions"""
909,https://github.com/mrdoob/three.js/issues/909,Canvas examples don't seem to work on IE9 but MS Galactic demo does,CLOSED,2011-12-14,2011-12-31,Bug,correctness_bug,incidental,,0,,,,,0,,"Canvas examples show black screens on IE9 because console is undefined without dev tools, and loaders called an unsupported method; fixed by guarding the call. 'Performance' only appears in a Microsoft demo URL.",
911,https://github.com/mrdoob/three.js/issues/911,Intersection with ParticleSystem - Update?,CLOSED,2011-12-14,2011-12-27,Question,perf_question_or_help,cause_asserted_unverified,,1,RP-05,raycasting_picking,speculative,hypothetical,0,,"Picking individual particles in a 5000-particle ParticleSystem; suggested workaround of invisible collision spheres, with warnings about brute-force ray tests, plus an unrelated Ray.js Face4 null bug already fixed.","renegademaster88: ""With 5000 particles you would need some way to divide them spatially as 5000 ray intersects is going to be slow."""
924,https://github.com/mrdoob/three.js/issues/924,none of the controls support touch events,CLOSED,2011-12-17,2013-10-18,Enhancement,perf_feature_request,incidental,,0,,,,,0,,Request for touch event support in controls; 'performance' only appears in an example filename (webgl_performance.html).,
